"species_id"	"host"	"sim_within"	"nb_site_within"	"sim_between"	"nb_site_between"	"within_host_relatedness"	"mean_relatedness"	"nb_host"
"Acidaminococcus_intestini_54097"	"HMP_SRS050941"	0.99715913955338	990860	0.997430366202227	991137	-0.105550701069683	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS046502"	0.99767195617996	956837	0.997430366202227	991137	0.0940172790154435	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS015246"	0.99669228074369	990742	0.997430366202227	991137	-0.287233713682083	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS023715"	0.99792923473365	991120	0.997430366202227	991137	0.194139932256175	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS149244"	0.99723540348533	990666	0.997430366202227	991137	-0.0758717903952751	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS011239"	0.999229309044764	976607	0.997430366202227	991137	0.700077514584387	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS065176"	0.99815129580778	984771	0.997430366202227	991137	0.280557333180148	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS023346"	0.99893350141238	988813	0.997430366202227	991137	0.58496086541811	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS014683"	0.999175636045815	991117	0.997430366202227	991137	0.679190102924599	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS016517"	0.99728853759374	990192	0.997430366202227	991137	-0.0551940936526234	0.254784485571889	11
"Acidaminococcus_intestini_54097"	"HMP_SRS015264"	0.999469464702021	989298	0.997430366202227	991137	0.793536612711578	0.254784485571889	11
"Akkermansia_muciniphila_55290"	"HMP_SRS022713"	0.999734430636353	798189	0.990274267704733	800153	0.972694152421181	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS075773"	0.99867976437684	799915	0.990274267704733	800153	0.864253345344244	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS098061"	0.999027995640678	798560	0.990274267704733	800153	0.900058491246465	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS014855"	0.9977163002349	799991	0.990274267704733	800153	0.765189941922284	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS015133"	0.9995216255706	796697	0.990274267704733	800153	0.950813531066158	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS893373"	0.999744449898843	773947	0.990274267704733	800153	0.973724333202002	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS014979"	0.999455633573716	800153	0.990274267704733	800153	0.944028232552846	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS011134"	0.99896943815455	793683	0.990274267704733	800153	0.894037609286086	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS1041039"	0.999747928811328	799741	0.990274267704733	800153	0.97408203505718	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS015663"	0.999600473622969	799579	0.990274267704733	800153	0.958920689475956	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS015579"	0.9960055976107	799925	0.990274267704733	800153	0.589295461973199	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS016132"	0.99656794725263	800153	0.990274267704733	800153	0.647116264032874	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS075878"	0.99895767435725	768327	0.990274267704733	800153	0.892828055399263	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS017103"	0.999543506136101	800026	0.990274267704733	800153	0.953063291273074	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS075716"	0.99853732692303	799338	0.990274267704733	800153	0.849607923335316	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS054905"	0.99761129506026	800140	0.990274267704733	800153	0.754393307648167	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS056481"	0.99863287306086	799583	0.990274267704733	800153	0.859431979244867	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS893382"	0.999589305588117	798022	0.990274267704733	800153	0.957772391896611	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS893383"	0.999395722163825	796571	0.990274267704733	800153	0.937868140122563	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS1041036"	0.999802963887627	791830	0.990274267704733	800153	0.979740742764546	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS1041031"	0.999741025105029	797782	0.990274267704733	800153	0.973372195829719	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS1041033"	0.99973502700676	800072	0.990274267704733	800153	0.972755471239018	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS018623"	0.99750950673279	799787	0.990274267704733	800153	0.743927429668005	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS013687"	0.999523435047675	798643	0.990274267704733	800153	0.950999581537232	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS013098"	0.99876169083786	799991	0.990274267704733	800153	0.87267702579655	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS1055056"	0.999796479387768	796855	0.990274267704733	800153	0.979074006352088	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS019693"	0.99770690959196	784880	0.990274267704733	800153	0.764224395816866	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS893170"	0.999471073741777	771024	0.990274267704733	800153	0.945615790958962	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS021948"	0.999269199638925	800110	0.990274267704733	800153	0.924859091440281	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS075821"	0.99736876965496	799744	0.990274267704733	800153	0.729456840353254	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS019968"	0.999477073690142	792674	0.990274267704733	800153	0.946232705776569	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS020869"	0.999326798051481	795907	0.990274267704733	800153	0.930781361435719	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS013940"	0.99704154189891	783502	0.990274267704733	800153	0.695811275565375	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS097920"	0.99880112808901	796053	0.990274267704733	800153	0.876731964792677	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS018936"	0.99726285394255	800089	0.990274267704733	800153	0.718566584566389	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS020328"	0.99908913084398	800076	0.990274267704733	800153	0.906344414141106	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS017521"	0.999638833766711	797996	0.990274267704733	800153	0.962864880265651	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS016018"	0.999672549799756	799875	0.990274267704733	800153	0.966331563495389	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS018836"	0.9979851069264	773600	0.990274267704733	800153	0.79282865161932	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS019601"	0.999543081691828	799573	0.990274267704733	800153	0.953019649903966	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS077392"	0.99857284333418	800137	0.990274267704733	800153	0.853259721479837	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS1041142"	0.999755488545071	798905	0.990274267704733	800153	0.974859327040292	0.882139241748203	43
"Akkermansia_muciniphila_55290"	"HMP_SRS023715"	0.99881806624971	800136	0.990274267704733	800153	0.878473546833576	0.882139241748203	43
"Alistipes_finegoldii_56071"	"HMP_SRS046502"	0.99759279106385	159082	0.993075143863623	159439	0.6523813796644	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS893259"	0.99986709984255	150016	0.993075143863623	159439	0.980808242823717	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS075773"	0.99877421754641	159220	0.993075143863623	159439	0.822988026112089	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS045713"	0.999451151043684	159119	0.993075143863623	159439	0.920742186479105	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS1055022"	0.999400680822569	159087	0.993075143863623	159439	0.913453916496166	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS019267"	0.999293238078834	159424	0.993075143863623	159439	0.897938396517249	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS015694"	0.99427859028255	159439	0.993075143863623	159439	0.173786486712026	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS893172"	0.999733912674861	159298	0.993075143863623	159439	0.961575039264541	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS055288"	0.9974168621048	159407	0.993075143863623	159439	0.626975948044546	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS098061"	0.999398818642767	155036	0.993075143863623	159439	0.913185004079019	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS047433"	0.99804094389896	157924	0.993075143863623	159439	0.717097934966654	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS064757"	0.99782180125464	158595	0.993075143863623	159439	0.685452130345703	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS014855"	0.99785097656846	159316	0.993075143863623	159439	0.689665259578338	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS015133"	0.999584197382402	158336	0.993075143863623	159439	0.939955053302303	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS045004"	0.999333925398981	159030	0.993075143863623	159439	0.90381394387098	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS1055043"	0.999452674605857	159206	0.993075143863623	159439	0.92096220002783	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS018888"	0.99445309592722	159439	0.993075143863623	159439	0.198986381299486	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS014979"	0.999135850611714	156184	0.993075143863623	159439	0.87521049228062	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS076756"	0.99742052146306	157683	0.993075143863623	159439	0.627504386208172	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS893279"	0.999618824542666	159435	0.993075143863623	159439	0.944955469135079	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS1041092"	0.999797665572528	159407	0.993075143863623	159439	0.970781425131841	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS052697"	0.999521977710725	159378	0.993075143863623	159439	0.930970076509772	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS012849"	0.99867499664156	159437	0.993075143863623	159439	0.808659799951719	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS063190"	0.9986105780911	154162	0.993075143863623	159439	0.799357288940462	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS1041142"	0.999604965063042	157198	0.993075143863623	159439	0.942954058657933	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS076804"	0.99762275429332	159182	0.993075143863623	159439	0.656708289693999	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS097920"	0.99896997658103	159428	0.993075143863623	159439	0.851257066040824	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS016203"	0.999197556773489	159361	0.993075143863623	159439	0.884121314478193	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS019582"	0.999675299271687	159437	0.993075143863623	159439	0.953110834085443	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS016335"	0.999387584139268	159434	0.993075143863623	159439	0.911562659400979	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS077231"	0.99883641749545	148250	0.993075143863623	159439	0.831970154811233	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS075878"	0.99831318070383	159439	0.993075143863623	159439	0.756410925664018	0.791098248138982	81
"Alistipes_finegoldii_56071"	"HMP_SRS011134"	0.99886962799824	159435	0.993075143863623	159439	0.836765994917639	0.791098248138982	81
